Qz_A_inv,L_rlu,F_real,F_imag,F_abs,F2
0.15,0.6836341425569272,-117.82151750777162,279.1712229626418,303.01564599586476,91818.48171829124
0.151,0.6881917035073067,-119.68464011132988,273.0816275859135,298.15765695945174,88897.9884035501
0.152,0.6927492644576863,-121.40471385049283,266.9972010048623,293.3029319484394,86026.60988955086
0.153,0.6973068254080658,-122.98251235802633,260.9211807664244,288.45200799862226,83204.56091843724
0.15399999999999997,0.7018643863584453,-124.41888332020736,254.85677556921712,283.60542057616897,80432.03458018569
0.155,0.7064219473088248,-125.71474759274703,248.80716353938124,278.7637035032009,77709.20239082049
0.156,0.7109795082592043,-126.87109827586556,242.77549053169872,273.92738888368075,75036.21438063127
0.157,0.7155370692095838,-127.8889997492179,236.764868456967,269.09700702962186,72413.19919230035
0.158,0.7200946301599633,-128.76958666739654,230.7783736365962,264.2730863876315,69840.26418884455
0.15899999999999997,0.7246521911103428,-129.51406291675752,224.8190451853693,259.4561534657965,67317.49557126695
0.16,0.7292097520607224,-130.12370053434032,218.8898834232938,254.64673276092475,64844.958505813825
0.16100000000000003,0.733767313011102,-130.59983858967644,212.99384831744328,249.84534668615217,62422.697260723566
0.162,0.7383248739614815,-130.94388203029928,207.13385795467428,245.0525154989275,60050.73535235211
0.16300000000000003,0.742882434911861,-131.15730049179265,201.3127870460749,240.26875722938405,57729.07570055269
0.16400000000000003,0.7474399958622405,-131.24162707323444,195.5334654639848,235.49458760911108,55457.70079318529
0.165,0.75199755681262,-131.19845707891182,189.79867681239983,230.73052000033476,53236.57285962488
0.16600000000000004,0.7565551177629996,-131.02944672720483,184.11115703155136,225.9770653255192,51065.63405313397
0.167,0.7611126787133791,-130.73631182755247,178.4735930374294,221.2347319973991,48944.80664196101
0.168,0.7656702396637586,-130.32082642643616,172.88862139699017,216.50402584945417,46873.993209021115
0.169,0.7702278006141381,-129.78482142332783,167.3588270397667,211.7854500668345,44853.07686001165
0.17,0.7747853615645176,-129.13018315757563,161.88674200657562,207.07950511775087,42881.921439812606
0.171,0.7793429225148971,-128.35885196720517,156.47484423598632,202.3866886853359,40960.37175701508
0.17200000000000001,0.7839004834652766,-127.47282072064063,151.1255563891943,197.70749559999015,39088.253816420125
0.17300000000000001,0.7884580444156561,-126.47413332235648,145.84124471391277,193.04241777222072,37265.375059344595
0.17400000000000002,0.7930156053660357,-125.36488319349012,140.62421794787176,188.39194412598422,35491.52461156796
0.17500000000000002,0.7975731663164152,-124.1472117284562,135.47672626248377,183.7565605325429,33766.4735387501
0.17600000000000002,0.8021307272667947,-122.82330672861823,130.40096024721186,179.13674974484482,32089.975109147163
0.17700000000000002,0.8066882882171742,-121.39540081408305,125.39904993514466,174.53299133243772,30461.76506344878
0.17800000000000002,0.8112458491675537,-119.86576981469628,120.47306387025719,169.94576161692535,28881.56189155682
0.179,0.8158034101179332,-118.23673114132802,115.62500821680706,165.3755336079778,27349.06711612339
0.18000000000000002,0.8203609710683127,-116.51064213854599,110.85682591128817,160.82277693990358,25863.965582661982
0.181,0.8249185320186923,-114.6898984197841,106.17039585733437,156.28795780879435,24425.92575604348
0.18200000000000002,0.8294760929690718,-112.77693218612208,101.56753216393734,151.7715389102503,23034.600023185623
0.18300000000000002,0.8340336539194513,-110.77421052980004,97.04998342731477,147.2739793776977,21689.62500174253
0.184,0.8385912148698308,-108.68423372359695,92.61943205673288,142.79573472130463,20390.621854597204
0.18500000000000003,0.8431487758202103,-106.50953349721038,88.27749364456265,138.33725676750706,19137.196609959177
0.186,0.8477063367705898,-104.2526713017788,84.0257163808148,133.89899359915242,17928.94048686586
0.187,0.8522638977209693,-101.91623656369276,79.86558051237276,129.4813894962704,16765.43022588488
